area_km2,klc_id,klc_name,year,pa,area_loss
39064.7245308365,CAF_02,Greater Virunga,2008,outside,43.81817853103004
39064.7245308365,CAF_02,Greater Virunga,2009,total,111.1458380546969
39064.7245308365,CAF_02,Greater Virunga,2009,inside,25.527034397620294
39064.7245308365,CAF_02,Greater Virunga,2009,outside,85.6188036570766
39064.7245308365,CAF_02,Greater Virunga,2010,total,82.21325069377573
39064.7245308365,CAF_02,Greater Virunga,2010,inside,20.3830132588283
39064.7245308365,CAF_02,Greater Virunga,2010,outside,61.830237434947435
39064.7245308365,CAF_02,Greater Virunga,2011,total,80.57853454402009
39064.7245308365,CAF_02,Greater Virunga,2011,inside,16.597468773407837
39064.7245308365,CAF_02,Greater Virunga,2011,outside,63.98106577061225
39064.7245308365,CAF_02,Greater Virunga,2012,total,67.44659448716487
39064.7245308365,CAF_02,Greater Virunga,2012,inside,19.765676805463105
39064.7245308365,CAF_02,Greater Virunga,2012,outside,47.68091768170177
39064.7245308365,CAF_02,Greater Virunga,2013,total,153.53863843135582
39064.7245308365,CAF_02,Greater Virunga,2013,inside,50.28793105298358
39064.7245308365,CAF_02,Greater Virunga,2013,outside,103.25070737837224
39064.7245308365,CAF_02,Greater Virunga,2014,total,175.05644172319148
39064.7245308365,CAF_02,Greater Virunga,2014,inside,62.84587067404158
39064.7245308365,CAF_02,Greater Virunga,2014,outside,112.2105710491499
39064.7245308365,CAF_02,Greater Virunga,2015,total,113.33086101896231
39064.7245308365,CAF_02,Greater Virunga,2015,inside,39.656983416588034
39064.7245308365,CAF_02,Greater Virunga,2015,outside,73.67387760237428
39064.7245308365,CAF_02,Greater Virunga,2016,total,133.64282348530656
39064.7245308365,CAF_02,Greater Virunga,2016,inside,26.60183315996888
39064.7245308365,CAF_02,Greater Virunga,2016,outside,107.04099032533769
39064.7245308365,CAF_02,Greater Virunga,2017,total,178.87233819219807
39064.7245308365,CAF_02,Greater Virunga,2017,inside,28.05682223865184
39064.7245308365,CAF_02,Greater Virunga,2017,outside,150.81551595354622
39064.7245308365,CAF_02,Greater Virunga,2018,total,229.41136852414314
39064.7245308365,CAF_02,Greater Virunga,2018,inside,64.48266015866643
39064.7245308365,CAF_02,Greater Virunga,2018,outside,164.92870836547672
39064.7245308365,CAF_02,Greater Virunga,2019,total,147.43793595377232
39064.7245308365,CAF_02,Greater Virunga,2019,inside,42.30181806052502
39064.7245308365,CAF_02,Greater Virunga,2019,outside,105.1361178932473
39064.7245308365,CAF_02,Greater Virunga,2020,total,178.08583278045785
39064.7245308365,CAF_02,Greater Virunga,2020,inside,58.18521173553623
39064.7245308365,CAF_02,Greater Virunga,2020,outside,119.90062104492162
66625.33064407783,CAF_07,Salonga,2001,total,25.375070208616954
66625.33064407783,CAF_07,Salonga,2001,inside,4.7771934674139285
66625.33064407783,CAF_07,Salonga,2001,outside,20.597876741203024
66625.33064407783,CAF_07,Salonga,2002,total,34.01970615403814
66625.33064407783,CAF_07,Salonga,2002,inside,6.387534858204804
66625.33064407783,CAF_07,Salonga,2002,outside,27.632171295833338
66625.33064407783,CAF_07,Salonga,2003,total,17.050011019579106
66625.33064407783,CAF_07,Salonga,2003,inside,3.8474672906618568
66625.33064407783,CAF_07,Salonga,2003,outside,13.202543728917249
66625.33064407783,CAF_07,Salonga,2004,total,17.290287595760557
66625.33064407783,CAF_07,Salonga,2004,inside,3.6087248574716613
66625.33064407783,CAF_07,Salonga,2004,outside,13.681562738288896
66625.33064407783,CAF_07,Salonga,2005,total,21.78334590306588
66625.33064407783,CAF_07,Salonga,2005,inside,4.265549771116963
66625.33064407783,CAF_07,Salonga,2005,outside,17.517796131948916
66625.33064407783,CAF_07,Salonga,2006,total,36.64651814821846
66625.33064407783,CAF_07,Salonga,2006,inside,9.405211056531229
66625.33064407783,CAF_07,Salonga,2006,outside,27.241307091687233
66625.33064407783,CAF_07,Salonga,2007,total,16.59003419588575
66625.33064407783,CAF_07,Salonga,2007,inside,4.569399838071576
66625.33064407783,CAF_07,Salonga,2007,outside,12.020634357814174
66625.33064407783,CAF_07,Salonga,2008,total,27.458593968003452
66625.33064407783,CAF_07,Salonga,2008,inside,6.145974411512668
66625.33064407783,CAF_07,Salonga,2008,outside,21.312619556490784
66625.33064407783,CAF_07,Salonga,2009,total,34.51915234751907
66625.33064407783,CAF_07,Salonga,2009,inside,6.701658906110453
66625.33064407783,CAF_07,Salonga,2009,outside,27.817493441408615
66625.33064407783,CAF_07,Salonga,2010,total,51.452955596457095
66625.33064407783,CAF_07,Salonga,2010,inside,10.549557843263392
66625.33064407783,CAF_07,Salonga,2010,outside,40.9033977531937
66625.33064407783,CAF_07,Salonga,2011,total,22.82915258397478
66625.33064407783,CAF_07,Salonga,2011,inside,5.410226677200852
66625.33064407783,CAF_07,Salonga,2011,outside,17.41892590677393
66625.33064407783,CAF_07,Salonga,2012,total,47.41793241084147
66625.33064407783,CAF_07,Salonga,2012,inside,7.954589603411027
66625.33064407783,CAF_07,Salonga,2012,outside,39.46334280743044
66625.33064407783,CAF_07,Salonga,2013,total,81.37018429817397
66625.33064407783,CAF_07,Salonga,2013,inside,19.763585506570685
66625.33064407783,CAF_07,Salonga,2013,outside,61.60659879160328
66625.33064407783,CAF_07,Salonga,2014,total,90.23170571546856
66625.33064407783,CAF_07,Salonga,2014,inside,20.28914726830935
66625.33064407783,CAF_07,Salonga,2014,outside,69.94255844715921
66625.33064407783,CAF_07,Salonga,2015,total,57.64877389769195
66625.33064407783,CAF_07,Salonga,2015,inside,13.028953224967685
66625.33064407783,CAF_07,Salonga,2015,outside,44.619820672724266
66625.33064407783,CAF_07,Salonga,2016,total,112.70110205954352
66625.33064407783,CAF_07,Salonga,2016,inside,24.350421058111696
66625.33064407783,CAF_07,Salonga,2016,outside,88.35068100143182
66625.33064407783,CAF_07,Salonga,2017,total,118.22331666458746
66625.33064407783,CAF_07,Salonga,2017,inside,25.38398723303702
66625.33064407783,CAF_07,Salonga,2017,outside,92.83932943155044
66625.33064407783,CAF_07,Salonga,2018,total,96.51796553280084
66625.33064407783,CAF_07,Salonga,2018,inside,18.548893191899804
66625.33064407783,CAF_07,Salonga,2018,outside,77.96907234090104
66625.33064407783,CAF_07,Salonga,2019,total,89.95200899694308
66625.33064407783,CAF_07,Salonga,2019,inside,18.22151898736405
66625.33064407783,CAF_07,Salonga,2019,outside,71.73049000957903
66625.33064407783,CAF_07,Salonga,2020,total,86.53549448116605
66625.33064407783,CAF_07,Salonga,2020,inside,18.914015809524603
66625.33064407783,CAF_07,Salonga,2020,outside,67.62147867164146
47318.08695611699,CAF_11,Upemba-Kundelungu,2001,total,21.291452035264918
47318.08695611699,CAF_11,Upemba-Kundelungu,2001,inside,15.733121990992421
47318.08695611699,CAF_11,Upemba-Kundelungu,2001,outside,5.5583300442724966
47318.08695611699,CAF_11,Upemba-Kundelungu,2002,total,41.23138874366456
47318.08695611699,CAF_11,Upemba-Kundelungu,2002,inside,27.838284879598447
47318.08695611699,CAF_11,Upemba-Kundelungu,2002,outside,13.393103864066113
47318.08695611699,CAF_11,Upemba-Kundelungu,2003,total,40.800508951108235
47318.08695611699,CAF_11,Upemba-Kundelungu,2003,inside,26.740567614066343
47318.08695611699,CAF_11,Upemba-Kundelungu,2003,outside,14.059941337041892
47318.08695611699,CAF_11,Upemba-Kundelungu,2004,total,10.117592835704373
47318.08695611699,CAF_11,Upemba-Kundelungu,2004,inside,6.6542172870064515
47318.08695611699,CAF_11,Upemba-Kundelungu,2004,outside,3.463375548697922
47318.08695611699,CAF_11,Upemba-Kundelungu,2005,total,23.012907532983874
47318.08695611699,CAF_11,Upemba-Kundelungu,2005,inside,14.931957688729325
47318.08695611699,CAF_11,Upemba-Kundelungu,2005,outside,8.08094984425455
47318.08695611699,CAF_11,Upemba-Kundelungu,2006,total,16.436577870556164
47318.08695611699,CAF_11,Upemba-Kundelungu,2006,inside,8.4248868828508
47318.08695611699,CAF_11,Upemba-Kundelungu,2006,outside,8.011690987705364
47318.08695611699,CAF_11,Upemba-Kundelungu,2007,total,20.937330127850462
47318.08695611699,CAF_11,Upemba-Kundelungu,2007,inside,13.95001824518803
47318.08695611699,CAF_11,Upemba-Kundelungu,2007,outside,6.987311882662432
47318.08695611699,CAF_11,Upemba-Kundelungu,2008,total,16.61665157758146
47318.08695611699,CAF_11,Upemba-Kundelungu,2008,inside,9.817935014576635
47318.08695611699,CAF_11,Upemba-Kundelungu,2008,outside,6.798716563004826
47318.08695611699,CAF_11,Upemba-Kundelungu,2009,total,29.362464731737564
47318.08695611699,CAF_11,Upemba-Kundelungu,2009,inside,20.09469645798844
47318.08695611699,CAF_11,Upemba-Kundelungu,2009,outside,9.267768273749123
47318.08695611699,CAF_11,Upemba-Kundelungu,2010,total,23.40392769541616
47318.08695611699,CAF_11,Upemba-Kundelungu,2010,inside,9.290181466850012
47318.08695611699,CAF_11,Upemba-Kundelungu,2010,outside,14.11374622856615
47318.08695611699,CAF_11,Upemba-Kundelungu,2011,total,29.28307825113619
47318.08695611699,CAF_11,Upemba-Kundelungu,2011,inside,18.634618396867815
47318.08695611699,CAF_11,Upemba-Kundelungu,2011,outside,10.648459854268374
47318.08695611699,CAF_11,Upemba-Kundelungu,2012,total,93.36734022932228
47318.08695611699,CAF_11,Upemba-Kundelungu,2012,inside,57.30901983933844
47318.08695611699,CAF_11,Upemba-Kundelungu,2012,outside,36.05832038998384
47318.08695611699,CAF_11,Upemba-Kundelungu,2013,total,13.412143379058005
47318.08695611699,CAF_11,Upemba-Kundelungu,2013,inside,8.245073649922215
47318.08695611699,CAF_11,Upemba-Kundelungu,2013,outside,5.16706972913579
47318.08695611699,CAF_11,Upemba-Kundelungu,2014,total,20.352960572943477
47318.08695611699,CAF_11,Upemba-Kundelungu,2014,inside,10.203647520723944
47318.08695611699,CAF_11,Upemba-Kundelungu,2014,outside,10.149313052219533
47318.08695611699,CAF_11,Upemba-Kundelungu,2015,total,13.937748403872037
47318.08695611699,CAF_11,Upemba-Kundelungu,2015,inside,4.974160351693667
47318.08695611699,CAF_11,Upemba-Kundelungu,2015,outside,8.96358805217837
47318.08695611699,CAF_11,Upemba-Kundelungu,2016,total,25.42407519081133
47318.08695611699,CAF_11,Upemba-Kundelungu,2016,inside,10.929551259496359
47318.08695611699,CAF_11,Upemba-Kundelungu,2016,outside,14.494523931314971
47318.08695611699,CAF_11,Upemba-Kundelungu,2017,total,31.860670415436083
47318.08695611699,CAF_11,Upemba-Kundelungu,2017,inside,13.412180155638202
47318.08695611699,CAF_11,Upemba-Kundelungu,2017,outside,18.44849025979788
47318.08695611699,CAF_11,Upemba-Kundelungu,2018,total,34.614564814617296
47318.08695611699,CAF_11,Upemba-Kundelungu,2018,inside,14.551648956619074
47318.08695611699,CAF_11,Upemba-Kundelungu,2018,outside,20.06291585799822
47318.08695611699,CAF_11,Upemba-Kundelungu,2019,total,28.880445119190266
47318.08695611699,CAF_11,Upemba-Kundelungu,2019,inside,10.74096418282951
47318.08695611699,CAF_11,Upemba-Kundelungu,2019,outside,18.139480936360755
47318.08695611699,CAF_11,Upemba-Kundelungu,2020,total,41.47853919956911
47318.08695611699,CAF_11,Upemba-Kundelungu,2020,inside,16.716756143174138
47318.08695611699,CAF_11,Upemba-Kundelungu,2020,outside,24.761783056394975
30924.610519618538,CAF_15,Lomami,2001,total,15.920282223748908
30924.610519618538,CAF_15,Lomami,2001,inside,3.546515527817193
30924.610519618538,CAF_15,Lomami,2001,outside,12.373766695931714
30924.610519618538,CAF_15,Lomami,2002,total,9.700861213967007
30924.610519618538,CAF_15,Lomami,2002,inside,0.5654517302315507
30924.610519618538,CAF_15,Lomami,2002,outside,9.135409483735456
30924.610519618538,CAF_15,Lomami,2003,total,6.184493804252351
30924.610519618538,CAF_15,Lomami,2003,inside,1.4450324012956197
30924.610519618538,CAF_15,Lomami,2003,outside,4.7394614029567315
30924.610519618538,CAF_15,Lomami,2004,total,11.213431200366944
30924.610519618538,CAF_15,Lomami,2004,inside,0.5009537268676756
30924.610519618538,CAF_15,Lomami,2004,outside,10.712477473499268
30924.610519618538,CAF_15,Lomami,2005,total,20.66407711058156
30924.610519618538,CAF_15,Lomami,2005,inside,2.9916638623128256
30924.610519618538,CAF_15,Lomami,2005,outside,17.672413248268732
30924.610519618538,CAF_15,Lomami,2006,total,8.659159188265209
30924.610519618538,CAF_15,Lomami,2006,inside,2.5258313076550034
30924.610519618538,CAF_15,Lomami,2006,outside,6.133327880610205
30924.610519618538,CAF_15,Lomami,2007,total,9.092867327595064
30924.610519618538,CAF_15,Lomami,2007,inside,2.224630511629468
30924.610519618538,CAF_15,Lomami,2007,outside,6.868236815965596
30924.610519618538,CAF_15,Lomami,2008,total,19.436474554868717
30924.610519618538,CAF_15,Lomami,2008,inside,3.4949201381831143
30924.610519618538,CAF_15,Lomami,2008,outside,15.941554416685602
30924.610519618538,CAF_15,Lomami,2009,total,25.122371537895678
30924.610519618538,CAF_15,Lomami,2009,inside,3.3450649728831623
30924.610519618538,CAF_15,Lomami,2009,outside,21.777306565012516
30924.610519618538,CAF_15,Lomami,2010,total,25.477839954184663
30924.610519618538,CAF_15,Lomami,2010,inside,4.075684083390539
30924.610519618538,CAF_15,Lomami,2010,outside,21.402155870794125
30924.610519618538,CAF_15,Lomami,2011,total,5.643490987542365
30924.610519618538,CAF_15,Lomami,2011,inside,2.293952169350299
30924.610519618538,CAF_15,Lomami,2011,outside,3.349538818192066
30924.610519618538,CAF_15,Lomami,2012,total,21.262428423514333
30924.610519618538,CAF_15,Lomami,2012,inside,3.538588363429893
30924.610519618538,CAF_15,Lomami,2012,outside,17.72384006008444
30924.610519618538,CAF_15,Lomami,2013,total,49.11281752933307
30924.610519618538,CAF_15,Lomami,2013,inside,7.929197745078913
30924.610519618538,CAF_15,Lomami,2013,outside,41.18361978425416
30924.610519618538,CAF_15,Lomami,2014,total,45.57483706163713
30924.610519618538,CAF_15,Lomami,2014,inside,9.328448884511902
30924.610519618538,CAF_15,Lomami,2014,outside,36.24638817712523
30924.610519618538,CAF_15,Lomami,2015,total,44.02597358799012
30924.610519618538,CAF_15,Lomami,2015,inside,8.070438790871043
30924.610519618538,CAF_15,Lomami,2015,outside,35.95553479711908
30924.610519618538,CAF_15,Lomami,2016,total,50.509915479508855
30924.610519618538,CAF_15,Lomami,2016,inside,12.06167469144269
30924.610519618538,CAF_15,Lomami,2016,outside,38.448240788066165
30924.610519618538,CAF_15,Lomami,2017,total,40.37436220005201
30924.610519618538,CAF_15,Lomami,2017,inside,7.763262716476888
30924.610519618538,CAF_15,Lomami,2017,outside,32.611099483575124
30924.610519618538,CAF_15,Lomami,2018,total,48.628977768987085
30924.610519618538,CAF_15,Lomami,2018,inside,10.820320088718125
30924.610519618538,CAF_15,Lomami,2018,outside,37.80865768026896
30924.610519618538,CAF_15,Lomami,2019,total,42.552995189489785
30924.610519618538,CAF_15,Lomami,2019,inside,5.997423153321029
30924.610519618538,CAF_15,Lomami,2019,outside,36.555572036168755
30924.610519618538,CAF_15,Lomami,2020,total,39.65290190886245
30924.610519618538,CAF_15,Lomami,2020,inside,14.233509897779145
30924.610519618538,CAF_15,Lomami,2020,outside,25.419392011083303
11510.799285686062,CAF_16,Mbam Djerem,2001,total,2.0085481004507035
11510.799285686062,CAF_16,Mbam Djerem,2001,inside,0.20709819093209056
11510.799285686062,CAF_16,Mbam Djerem,2001,outside,1.801449909518613
11510.799285686062,CAF_16,Mbam Djerem,2002,total,1.8544844960475555
11510.799285686062,CAF_16,Mbam Djerem,2002,inside,0.06491552020263672
11510.799285686062,CAF_16,Mbam Djerem,2002,outside,1.7895689758449187
11510.799285686062,CAF_16,Mbam Djerem,2003,total,2.650174220808916
11510.799285686062,CAF_16,Mbam Djerem,2003,inside,0.0355821371459961
11510.799285686062,CAF_16,Mbam Djerem,2003,outside,2.6145920836629197
11510.799285686062,CAF_16,Mbam Djerem,2004,total,1.48852742233767
11510.799285686062,CAF_16,Mbam Djerem,2004,inside,0.16542667248535156
11510.799285686062,CAF_16,Mbam Djerem,2004,outside,1.3231007498523186
11510.799285686062,CAF_16,Mbam Djerem,2005,total,4.246565165196555
11510.799285686062,CAF_16,Mbam Djerem,2005,inside,0.07114894232177736
11510.799285686062,CAF_16,Mbam Djerem,2005,outside,4.1754162228747775
11510.799285686062,CAF_16,Mbam Djerem,2006,total,1.6924401978587447
11510.799285686062,CAF_16,Mbam Djerem,2006,inside,0.007113476989746094
11510.799285686062,CAF_16,Mbam Djerem,2006,outside,1.6853267208689986
11510.799285686062,CAF_16,Mbam Djerem,2007,total,8.205844774878402
11510.799285686062,CAF_16,Mbam Djerem,2007,inside,0.12094999035644531
11510.799285686062,CAF_16,Mbam Djerem,2007,outside,8.084894784521957
11510.799285686062,CAF_16,Mbam Djerem,2008,total,0.8838136441956761
11510.799285686062,CAF_16,Mbam Djerem,2008,inside,0.042692850280761724
11510.799285686062,CAF_16,Mbam Djerem,2008,outside,0.8411207939149143
11510.799285686062,CAF_16,Mbam Djerem,2009,total,6.36528562663478
11510.799285686062,CAF_16,Mbam Djerem,2009,inside,0.009783847412109376
11510.799285686062,CAF_16,Mbam Djerem,2009,outside,6.355501779222671
11510.799285686062,CAF_16,Mbam Djerem,2010,total,1.927388899966731
11510.799285686062,CAF_16,Mbam Djerem,2010,inside,0.0747114146118164
11510.799285686062,CAF_16,Mbam Djerem,2010,outside,1.8526774853549146
11510.799285686062,CAF_16,Mbam Djerem,2011,total,0.9526889247558599
11510.799285686062,CAF_16,Mbam Djerem,2011,inside,0.018673586059570313
11510.799285686062,CAF_16,Mbam Djerem,2011,outside,0.9340153386962895
11510.799285686062,CAF_16,Mbam Djerem,2012,total,6.38402420090088
11510.799285686062,CAF_16,Mbam Djerem,2012,inside,0.1058471552734375
11510.799285686062,CAF_16,Mbam Djerem,2012,outside,6.278177045627443
11510.799285686062,CAF_16,Mbam Djerem,2013,total,18.708727419270325
11510.799285686062,CAF_16,Mbam Djerem,2013,inside,1.7084607969805554
11510.799285686062,CAF_16,Mbam Djerem,2013,outside,17.000266622289768
11510.799285686062,CAF_16,Mbam Djerem,2014,total,3.4365580278107304
11510.799285686062,CAF_16,Mbam Djerem,2014,inside,0.017798784885780482
11510.799285686062,CAF_16,Mbam Djerem,2014,outside,3.41875924292495
11510.799285686062,CAF_16,Mbam Djerem,2015,total,19.12083679499047
11510.799285686062,CAF_16,Mbam Djerem,2015,inside,0.0017784447631835937
11510.799285686062,CAF_16,Mbam Djerem,2015,outside,19.119058350227288
11510.799285686062,CAF_16,Mbam Djerem,2016,total,3.1272512468673384
11510.799285686062,CAF_16,Mbam Djerem,2016,inside,0.0035582337036132814
11510.799285686062,CAF_16,Mbam Djerem,2016,outside,3.123693013163725
11510.799285686062,CAF_16,Mbam Djerem,2017,total,31.860536544428506
11510.799285686062,CAF_16,Mbam Djerem,2017,inside,0.012452769287109373
11510.799285686062,CAF_16,Mbam Djerem,2017,outside,31.848083775141397
11510.799285686062,CAF_16,Mbam Djerem,2018,total,3.6717618722661065
11510.799285686062,CAF_16,Mbam Djerem,2018,inside,0.004448892028808594
11510.799285686062,CAF_16,Mbam Djerem,2018,outside,3.667312980237298
11510.799285686062,CAF_16,Mbam Djerem,2019,total,13.302512453247825
11510.799285686062,CAF_16,Mbam Djerem,2019,inside,0.008300955086263022
11510.799285686062,CAF_16,Mbam Djerem,2019,outside,13.294211498161562
11510.799285686062,CAF_16,Mbam Djerem,2020,total,6.77431806648141
11510.799285686062,CAF_16,Mbam Djerem,2020,inside,0.16135103228568287
11510.799285686062,CAF_16,Mbam Djerem,2020,outside,6.6129670341957265
139165.92907733156,EAF_04,Niassa-Selous,2001,total,114.39991888977647
139165.92907733156,EAF_04,Niassa-Selous,2001,inside,65.27181453035573
139165.92907733156,EAF_04,Niassa-Selous,2001,outside,49.128104359420746
139165.92907733156,EAF_04,Niassa-Selous,2002,total,91.40866754164308
139165.92907733156,EAF_04,Niassa-Selous,2002,inside,44.384754329654385
139165.92907733156,EAF_04,Niassa-Selous,2002,outside,47.0239132119887
139165.92907733156,EAF_04,Niassa-Selous,2003,total,89.9313081813512
139165.92907733156,EAF_04,Niassa-Selous,2003,inside,34.68718005992649
139165.92907733156,EAF_04,Niassa-Selous,2003,outside,55.24412812142471
139165.92907733156,EAF_04,Niassa-Selous,2004,total,43.63779958291421
139165.92907733156,EAF_04,Niassa-Selous,2004,inside,27.799647528338728
139165.92907733156,EAF_04,Niassa-Selous,2004,outside,15.838152054575485
139165.92907733156,EAF_04,Niassa-Selous,2005,total,84.46516742408075
139165.92907733156,EAF_04,Niassa-Selous,2005,inside,45.78354156620376
139165.92907733156,EAF_04,Niassa-Selous,2005,outside,38.68162585787699
139165.92907733156,EAF_04,Niassa-Selous,2006,total,43.08875392786049
139165.92907733156,EAF_04,Niassa-Selous,2006,inside,27.003424306883545
